Name:,Adam Krajewski
Email:,ak@psu.edu
Direct Fetched:,JANG2024
Hand Fetched:,N
Comment:,Extracted from Jang2024 (10.1016/j.calphad.2024.102769)

id/nickname,Composition,Structure,Processing,Material Comment,Name,Source,Property Parameters,Temperature [K],Value [SI],Uncertainty [SI],Unit [SI],Pointer,DOI
None,Ti0.25 V0.50 W0.25,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,183500000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Ti0.50 V0.25 W0.25,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,158100000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Ti0.10 V0.10 W0.80,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,261000000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Ti0.10 V0.20 W0.70,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,249100000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Ti0.10 V0.30 W0.60,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,235100000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Ti0.10 V0.40 W0.50,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,224100000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Ti0.10 V0.50 W0.40,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,214500000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Ti0.10 V0.60 W0.30,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,206600000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Ti0.10 V0.70 W0.20,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,200300000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Ti0.10 V0.80 W0.10,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,196100000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Ti0.20 V0.10 W0.70,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,238600000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Ti0.20 V0.20 W0.60,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,224900000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Ti0.20 V0.30 W0.50,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,213500000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Ti0.20 V0.40 W0.40,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,203400000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Ti0.20 V0.50 W0.30,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,193900000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Ti0.20 V0.60 W0.20,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,185700000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Ti0.20 V0.70 W0.10,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,179200000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Ti0.30 V0.10 W0.60,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,215900000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Ti0.30 V0.20 W0.50,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,204200000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Ti0.30 V0.30 W0.40,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,193000000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Ti0.30 V0.40 W0.30,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,182500000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Ti0.30 V0.50 W0.20,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,172800000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Ti0.30 V0.60 W0.10,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,164600000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Ti0.40 V0.10 W0.50,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,195500000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Ti0.40 V0.20 W0.40,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,183800000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Ti0.40 V0.30 W0.30,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,172400000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Ti0.40 V0.40 W0.20,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,161700000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Ti0.40 V0.50 W0.10,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,152200000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Ti0.50 V0.10 W0.40,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,175900000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Ti0.50 V0.20 W0.30,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,163900000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Ti0.50 V0.30 W0.20,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,152400000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Ti0.50 V0.40 W0.10,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,141700000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Ti0.60 V0.10 W0.30,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,156900000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Ti0.60 V0.20 W0.20,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,144800000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Ti0.60 V0.30 W0.10,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,133199999999.99998,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Ti0.70 V0.10 W0.20,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,138700000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Ti0.70 V0.20 W0.10,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,126500000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Ti0.80 V0.10 W0.10,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,121200000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Zr0.33 Hf0.33 Nb0.33,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,160000000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Zr0.25 Hf0.25 Nb0.50,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,124300000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Zr0.25 Hf0.50 Nb0.25,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,114400000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Zr0.50 Hf0.25 Nb0.25,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,108000000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Zr0.10 Hf0.10 Nb0.80,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,143700000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Zr0.10 Hf0.20 Nb0.70,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,137700000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Zr0.10 Hf0.30 Nb0.60,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,132300000000.00002,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Zr0.10 Hf0.40 Nb0.50,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,127300000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Zr0.10 Hf0.50 Nb0.40,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,123100000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Zr0.10 Hf0.60 Nb0.30,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,119100000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Zr0.10 Hf0.70 Nb0.20,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,114800000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Zr0.10 Hf0.80 Nb0.10,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,108200000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Zr0.20 Hf0.10 Nb0.70,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,134699999999.99998,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Zr0.20 Hf0.20 Nb0.60,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,129500000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Zr0.20 Hf0.30 Nb0.50,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,124700000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Zr0.20 Hf0.40 Nb0.40,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,120500000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Zr0.20 Hf0.50 Nb0.30,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,116500000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Zr0.20 Hf0.60 Nb0.20,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,112500000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Zr0.20 Hf0.70 Nb0.10,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,108200000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Zr0.30 Hf0.10 Nb0.60,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,126700000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Zr0.30 Hf0.20 Nb0.50,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,121900000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Zr0.30 Hf0.30 Nb0.40,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,118100000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Zr0.30 Hf0.40 Nb0.30,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,114600000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Zr0.30 Hf0.50 Nb0.20,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,110100000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Zr0.30 Hf0.60 Nb0.10,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,108500000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Zr0.40 Hf0.10 Nb0.50,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,119000000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Zr0.40 Hf0.20 Nb0.40,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,115600000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Zr0.40 Hf0.30 Nb0.30,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,112100000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Zr0.40 Hf0.40 Nb0.20,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,108600000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Zr0.40 Hf0.50 Nb0.10,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,104500000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Zr0.50 Hf0.10 Nb0.40,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,113300000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Zr0.50 Hf0.20 Nb0.30,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,112300000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Zr0.50 Hf0.30 Nb0.20,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,111200000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Zr0.50 Hf0.40 Nb0.10,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,102900000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Zr0.60 Hf0.10 Nb0.30,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,105500000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Zr0.60 Hf0.20 Nb0.20,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,110900000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Zr0.60 Hf0.30 Nb0.10,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,102300000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Zr0.70 Hf0.10 Nb0.20,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,100800000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Zr0.70 Hf0.20 Nb0.10,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,97800000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Zr0.80 Hf0.10 Nb0.10,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,108800000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Zr0.33 Hf0.33 Mo0.33,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,129600000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Zr0.25 Hf0.25 Mo0.50,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,152100000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Zr0.25 Hf0.50 Mo0.25,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,123900000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Zr0.50 Hf0.25 Mo0.25,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,117100000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Zr0.10 Hf0.10 Mo0.80,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,208200000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Zr0.10 Hf0.20 Mo0.70,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,188800000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Zr0.10 Hf0.30 Mo0.60,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,171800000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Zr0.10 Hf0.40 Mo0.50,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,156900000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Zr0.10 Hf0.50 Mo0.40,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,143700000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Zr0.10 Hf0.60 Mo0.30,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,132900000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Zr0.10 Hf0.70 Mo0.20,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,123500000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Zr0.10 Hf0.80 Mo0.10,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,115200000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Zr0.20 Hf0.10 Mo0.70,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,185200000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Zr0.20 Hf0.20 Mo0.60,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,168500000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Zr0.20 Hf0.30 Mo0.50,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,153700000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Zr0.20 Hf0.40 Mo0.40,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,140800000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Zr0.20 Hf0.50 Mo0.30,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,130100000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Zr0.20 Hf0.60 Mo0.20,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,120900000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Zr0.20 Hf0.70 Mo0.10,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,112700000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Zr0.30 Hf0.10 Mo0.60,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,165300000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Zr0.30 Hf0.20 Mo0.50,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,150600000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Zr0.30 Hf0.30 Mo0.40,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,137900000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Zr0.30 Hf0.40 Mo0.30,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,127200000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Zr0.30 Hf0.50 Mo0.20,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,119000000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Zr0.30 Hf0.60 Mo0.10,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,112100000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Zr0.40 Hf0.10 Mo0.50,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,147700000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Zr0.40 Hf0.20 Mo0.40,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,134800000000.00002,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Zr0.40 Hf0.30 Mo0.30,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,124400000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Zr0.40 Hf0.40 Mo0.20,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,116100000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Zr0.40 Hf0.50 Mo0.10,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,109300000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Zr0.50 Hf0.10 Mo0.40,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,132100000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Zr0.50 Hf0.20 Mo0.30,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,121500000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Zr0.50 Hf0.30 Mo0.20,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,113400000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Zr0.50 Hf0.40 Mo0.10,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,106300000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Zr0.60 Hf0.10 Mo0.30,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,118500000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Zr0.60 Hf0.20 Mo0.20,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,110200000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Zr0.60 Hf0.30 Mo0.10,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,109000000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Zr0.70 Hf0.10 Mo0.20,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,108200000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Zr0.70 Hf0.20 Mo0.10,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,111300000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Zr0.80 Hf0.10 Mo0.10,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,110300000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Zr0.33 Hf0.33 V0.33,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,94800000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Zr0.25 Hf0.25 V0.50,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,103200000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Zr0.25 Hf0.50 V0.25,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,97300000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Zr0.50 Hf0.25 V0.25,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,90400000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Zr0.10 Hf0.10 V0.80,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,147300000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Zr0.10 Hf0.20 V0.70,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,129100000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Zr0.10 Hf0.30 V0.60,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,115800000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Zr0.10 Hf0.40 V0.50,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,107800000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Zr0.10 Hf0.50 V0.40,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,102900000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
